subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/2/2020,8/1/2020,8/6/2020,Georgetown University/Battleground,A/B,1000,lv,1.5740197,0,50.12,43.58,50.440141,43.489542,"","",https://politics.georgetown.edu/battleground-poll/august-2020/,67974,127279,8/10/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/3/2020,8/5/2020,Morning Consult,B/C,12000,lv,.02932566,0,49,41,50.816922,42.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67988,131749,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/4/2020,8/6/2020,Morning Consult,B/C,12000,lv,.02945324,0,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67989,131750,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/5/2020,8/7/2020,Morning Consult,B/C,12000,lv,.02958478,0,49,41,50.816922,42.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67990,131751,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/6/2020,8/8/2020,Morning Consult,B/C,12000,lv,.0297204,0,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67991,131752,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/4/2020,8/10/2020,Morning Consult,B/C,2200,a,.01634622,0,45,35,46.816922,36.266219,"","",https://www.dropbox.com/s/3onzzvtzlpgdo4t/MC%20Poll%20Toplines.pdf,68133,127620,8/20/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/3/2020,8/11/2020,Marist College,A+,1118,rv,2.1490313,0,49,43,49.623136,42.914195,"","",http://maristpoll.marist.edu/wp-content/uploads/2020/08/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-TABLES_202008121039.pdf,68061,127474,8/14/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/7/2020,8/9/2020,Morning Consult,B/C,12000,lv,.02986773,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67992,131753,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/8/2020,8/10/2020,Morning Consult,B/C,12000,lv,.03001779,0,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68090,131754,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/9/2020,8/11/2020,Morning Consult,B/C,12000,lv,.03016964,0,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68096,131755,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/9/2020,8/11/2020,YouGov,B,1208,rv,.2313271,0,49,39,48.986553,40.083719,"","",https://docs.cdn.yougov.com/horeovzt7u/econTabReport.pdf,68022,127390,8/12/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/9/2020,8/12/2020,NBC News/The Wall Street Journal,A-,900,rv,1.2329289,0,47,42,47.083775,41.795489,"","",https://assets.documentcloud.org/documents/7037941/200438-NBCWSJ-August-Poll-8-16-20-Release.pdf,68075,127501,8/16/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/10/2020,8/12/2020,Morning Consult,B/C,12000,lv,.03034444,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68091,131756,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/11/2020,8/13/2020,Morning Consult,B/C,12000,lv,.03050774,.00006869,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68092,131757,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/12/2020,8/14/2020,Morning Consult,B/C,12000,lv,.03067356,.00013752,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68093,131758,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/13/2020,8/14/2020,Data for Progress,B-,1143,lv,1.1704734,.01320495,47,40,47.376987,40.903645,"","",https://www.dataforprogress.org/blog/2020/8/20/report-on-the-state-of-the-race,68135,127623,8/20/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/13/2020,8/15/2020,Morning Consult,B/C,12000,lv,.03084285,.00020652,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68094,131759,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/14/2020,8/15/2020,YouGov,B,1158,rv,.22206781,.00212108,49,38,48.986553,39.083719,"","",https://docs.cdn.yougov.com/jupxi93uza/20200817_yahoo_coronavirus_crosstabs.pdf,68086,127547,8/17/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/14/2020,8/16/2020,Morning Consult,B/C,12000,lv,.03101417,.00027567,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68095,131760,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/15/2020,8/17/2020,Morning Consult,B/C,12000,lv,.03117368,.00034507,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68184,131761,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/14/2020,8/18/2020,Echelon Insights,"",1000,lv,.58992346,.0097022,49,40,48.989726,40.4097,"","",https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,68136,127627,8/20/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/16/2020,8/18/2020,YouGov,B,1246,rv,.23908811,.00341362,49,38,48.986553,39.083719,"","",https://docs.cdn.yougov.com/c6n58wb53l/econTabReport.pdf,68120,127596,8/19/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/16/2020,8/18/2020,Morning Consult,B/C,12000,lv,.0313544,.00041447,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68185,131762,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/17/2020,8/19/2020,Morning Consult,B/C,12000,lv,.03153814,.00048403,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68186,131763,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/11/2020,8/24/2020,USC Dornsife,B/C,4321,lv,.05649086,.0010491,51.94,43.51,49.98882,41.702849,"",T,https://election.usc.edu/,70504,131439,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/12/2020,8/25/2020,USC Dornsife,B/C,4511,lv,.05653462,.00122347,51.71,43.59,49.75882,41.782849,"",T,https://election.usc.edu/,70505,131440,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/18/2020,8/20/2020,Morning Consult,B/C,12000,lv,.03172425,.00055377,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68187,131764,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/13/2020,8/26/2020,USC Dornsife,B/C,4630,lv,.05577521,.00138161,51.77,43.5,49.81882,41.692849,"",T,https://election.usc.edu/,70506,131441,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/19/2020,8/21/2020,Morning Consult,B/C,12000,lv,.03191165,.00062358,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68188,131765,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/20/2020,8/22/2020,Morning Consult,B/C,12000,lv,.03208478,.0006934,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68189,131766,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/14/2020,8/27/2020,USC Dornsife,B/C,4731,lv,.05491736,.00153489,51.61,43.43,49.65882,41.622849,"",T,https://election.usc.edu/,70507,131442,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/21/2020,8/23/2020,YouGov,B,904,rv,.17514512,.00450513,50,39,49.986553,40.083719,"","",https://docs.cdn.yougov.com/04w14ysh37/20200823_yahoo_coronavirus_crosstabs.pdf,68172,127734,8/25/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/15/2020,8/28/2020,USC Dornsife,B/C,4797,lv,.05371247,.00166691,51.38,43.6,49.42882,41.792849,"",T,https://election.usc.edu/,70508,131443,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/21/2020,8/23/2020,Morning Consult,B/C,12000,lv,.03226149,.0007634,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68180,131767,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/16/2020,8/29/2020,USC Dornsife,B/C,4863,lv,.05262664,.00179559,51.89,43.23,49.93882,41.422849,"",T,https://election.usc.edu/,70509,131444,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/22/2020,8/24/2020,Morning Consult,B/C,12000,lv,.03243985,.00083343,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68328,131768,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/23/2020,8/25/2020,YouGov,B,1256,rv,.24288707,.00734291,47,39,46.986553,40.083719,"","",https://docs.cdn.yougov.com/csnify0kol/weeklytrackingreport.pdf,68214,127765,8/26/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/22/2020,8/26/2020,McLaughlin & Associates,C/D,1000,lv,.61873585,.02185993,47,46,47.953951,42.924933,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2020/08/National-Monthly-Omnibus-August-Release-1.pdf,68224,127786,8/27/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/21/2020,8/26/2020,Opinium,"",1180,lv,.55170106,.02240879,55.59,42.57,53.956259,42.532915,"","",https://www.opinium.com/resource-center/biden-leads-trump-by-wide-margin-in-august/,68313,127990,9/2/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/23/2020,8/25/2020,Morning Consult,B/C,12000,lv,.03263609,.00090216,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68329,131769,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/17/2020,8/30/2020,USC Dornsife,B/C,4905,lv,.05140965,.00190568,51.73,43.4,49.77882,41.592849,"",T,https://election.usc.edu/,70510,131445,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/24/2020,8/26/2020,Morning Consult,B/C,12000,lv,.03281877,.00097099,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68330,131770,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/18/2020,8/31/2020,USC Dornsife,B/C,5003,lv,.05088001,.00203598,51.65,43.35,49.69882,41.542849,"",T,https://election.usc.edu/,70511,131446,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/19/2020,9/1/2020,USC Dornsife,B/C,5070,lv,.05011723,.00215294,51.68,43.49,49.72882,41.682849,"",T,https://election.usc.edu/,70512,131447,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/25/2020,8/27/2020,Morning Consult,B/C,12000,lv,.03300484,.00104001,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68331,131771,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/26/2020,8/28/2020,Morning Consult,B/C,12000,lv,.03319487,.00110927,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68332,131772,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/20/2020,9/2/2020,USC Dornsife,B/C,5091,lv,.04899572,.0022486,51.39,43.95,49.43882,42.142849,"",T,https://election.usc.edu/,70513,131448,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/27/2020,8/29/2020,Morning Consult,B/C,12000,lv,.03338946,.00117883,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68333,131773,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/26/2020,8/30/2020,Selzer & Co.,A+,827,lv,1.7894762,.1235531,48,41,47.885952,41.160462,"","",https://www.grinnell.edu/sites/default/files/docs/2020-09/Selzer%20Co%20GCNP%202219%20Methodology.pdf,68311,127943,9/2/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/21/2020,9/3/2020,USC Dornsife,B/C,5109,lv,.04794752,.00234068,51.26,43.84,49.30882,42.032849,"",T,https://election.usc.edu/,70514,131449,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/27/2020,8/28/2020,YouGov,B,807,rv,.15734684,.0060515,49,38,48.986553,39.083719,"","",https://docs.cdn.yougov.com/trcdohan8j/20200828_yahoo_coronavirus_crosstabs.pdf,68246,127843,8/29/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/22/2020,9/4/2020,USC Dornsife,B/C,5125,lv,.04697374,.00242982,51.31,43.92,49.35882,42.112849,"",T,https://election.usc.edu/,70515,131450,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/28/2020,8/30/2020,Morning Consult,B/C,12000,lv,.03356944,.00124874,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68298,131774,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/29/2020,8/31/2020,Morning Consult,B/C,12000,lv,.03378038,.00131905,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69393,131775,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/23/2020,9/5/2020,USC Dornsife,B/C,5125,lv,.04597552,.00250936,51.04,44.01,49.08882,42.202849,"",T,https://election.usc.edu/,70516,131451,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/28/2020,8/31/2020,Suffolk University,A,1000,rv,1.6876014,.12163342,47.5,42.2,47.820723,42.616645,"","",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2020/9_2_2020_marginals_pdftxt.pdf,68312,127959,9/2/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/24/2020,9/6/2020,USC Dornsife,B/C,5157,lv,.04533481,.00260307,51.17,44,49.21882,42.192849,"",T,https://election.usc.edu/,70517,131452,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/30/2020,9/1/2020,Morning Consult,B/C,12000,lv,.03399489,.00138983,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69394,131776,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/30/2020,9/1/2020,YouGov,B,1209,rv,.23682816,.01053399,51,38,50.986553,39.083719,"","",https://docs.cdn.yougov.com/7kvpozbozh/econTabReport.pdf,68321,127981,9/2/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/25/2020,9/7/2020,USC Dornsife,B/C,5138,lv,.04431635,.0026695,50.92,44.15,48.96882,42.342849,"",T,https://election.usc.edu/,70518,131453,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/31/2020,9/2/2020,Morning Consult,B/C,12000,lv,.03421327,.00146114,49,43,50.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69395,131777,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/26/2020,9/8/2020,USC Dornsife,B/C,5195,lv,.04401749,.00277445,51.15,43.91,49.19882,42.102849,"",T,https://election.usc.edu/,70519,131454,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/1/2020,9/3/2020,Morning Consult,B/C,12000,lv,.03443781,.00153304,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69396,131778,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/27/2020,9/9/2020,USC Dornsife,B/C,5235,lv,.04362295,.00287043,50.83,44.15,48.87882,42.342849,"",T,https://election.usc.edu/,70520,131455,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/2/2020,9/4/2020,Morning Consult,B/C,12000,lv,.03464418,.0016056,49,43,50.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69397,131779,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/3/2020,9/5/2020,Morning Consult,B/C,12000,lv,.0348554,.00167887,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69398,131780,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/28/2020,9/10/2020,USC Dornsife,B/C,5214,lv,.04278006,.00293214,50.99,44.24,49.03882,42.432849,"",T,https://election.usc.edu/,70521,131456,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/3/2020,9/7/2020,Hart Research Associates,B/C,1202,lv,1.2436294,.11510525,50,42,49.423799,42.231256,"","",https://www.protectourcare.org/wp-content/uploads/2020/09/E-13030-Covid-Healthcare-1.pdf,69628,129815,9/21/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/4/2020,9/6/2020,Morning Consult,B/C,12000,lv,.03510325,.00175293,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69399,131781,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/29/2020,9/11/2020,USC Dornsife,B/C,5251,lv,.04249844,.00302577,51.04,44.13,49.08882,42.322849,"",T,https://election.usc.edu/,70522,131457,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/3/2020,9/8/2020,Monmouth University,A+,758,lv,1.6713444,.17387257,49,45,48.043414,43.997935,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_091020.pdf/,68558,128425,9/10/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/30/2020,9/12/2020,USC Dornsife,B/C,5366,lv,.04288412,.00316568,50.55,44.68,48.59882,42.872849,"",T,https://election.usc.edu/,70523,131458,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/5/2020,9/7/2020,Morning Consult,B/C,12000,lv,.03535507,.00182786,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,68552,131782,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/4/2020,9/10/2020,Opinium,"",1153,lv,.51262541,.03917678,53.03,45.52,51.396259,45.482915,"","",https://www.opinium.com/resource-center/bidens-bounce-fades-but-retains-lead-over-trump/,69409,129266,9/11/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/6/2020,9/8/2020,Morning Consult,B/C,12000,lv,.03558817,.00190371,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69454,131783,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/6/2020,9/8/2020,YouGov,B,1057,lv,.2086689,.01216083,48,41,47.986553,42.083719,"","",https://docs.cdn.yougov.com/8nwf5tw7g2/econTabReport.pdf,68553,128342,9/9/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,8/31/2020,9/13/2020,USC Dornsife,B/C,5387,lv,.04255603,.00325143,50.43,44.93,48.47882,43.122849,"",T,https://election.usc.edu/,70524,131459,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/1/2020,9/14/2020,USC Dornsife,B/C,5373,lv,.04200176,.00349962,50.53,45.05,48.57882,43.242849,"",T,https://election.usc.edu/,70525,131460,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/7/2020,9/9/2020,Morning Consult,B/C,12000,lv,.03582644,.00211775,49,43,50.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69455,131784,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/8/2020,9/10/2020,Morning Consult,B/C,12000,lv,.03605722,.00237746,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69456,131785,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/8/2020,9/9/2020,Climate Nexus,"",1244,lv,.72636338,.05356958,51,41,50.675127,41.003284,"","",https://climatenexus.org/wp-content/uploads/2015/09/Covering-Climate-Now-Climate-Change-National-Poll.pdf,69679,129900,9/23/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/2/2020,9/15/2020,USC Dornsife,B/C,5408,lv,.04187698,.0038326,50.43,44.9,48.47882,43.092849,"",T,https://election.usc.edu/,70526,131461,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/9/2020,9/11/2020,YouGov,B,1219,rv,.24060523,.01897764,49,38,48.986553,39.083719,"","",https://docs.cdn.yougov.com/c97p828als/20200911_yahoo_coronavirus_crosstabs.pdf,69412,129291,9/12/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/9/2020,9/11/2020,Morning Consult,B/C,12000,lv,.03629125,.00264081,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69457,131786,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/3/2020,9/16/2020,USC Dornsife,B/C,5416,lv,.04158237,.0041435,50.27,45,48.31882,43.192849,"",T,https://election.usc.edu/,70527,131462,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/10/2020,9/12/2020,Morning Consult,B/C,12000,lv,.03648545,.00290665,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69458,131787,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/10/2020,9/12/2020,RMG Research,B/C,941,lv,.84454314,.1195139,46,41,47.592175,42.660071,"","",https://scottrasmussen.com/generic-ballot-democrats-46-republicans-41/,69439,129538,9/18/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/4/2020,9/17/2020,USC Dornsife,B/C,5458,lv,.04158132,.00447799,50.3,44.9,48.34882,43.092849,"",T,https://election.usc.edu/,70528,131463,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/11/2020,9/13/2020,Morning Consult,B/C,12000,lv,.03670713,.00317443,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69459,131788,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/5/2020,9/18/2020,USC Dornsife,B/C,5439,lv,.04117786,.00475829,50.43,44.74,48.47882,42.932849,"",T,https://election.usc.edu/,70529,131464,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/12/2020,9/14/2020,Morning Consult,B/C,12000,lv,.03689332,.00344192,48,44,49.816922,45.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69651,131789,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/6/2020,9/19/2020,USC Dornsife,B/C,5447,lv,.04092096,.00504687,50.71,44.5,48.75882,42.692849,"",T,https://election.usc.edu/,70530,131465,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/12/2020,9/16/2020,GBAO,B/C,1150,rv,1.2442397,.20709173,49,40,48.640137,41.215146,"","",https://omidyar.com/wp-content/uploads/2020/09/Omidyar-Network-National-Registered-Voters-Survey-Topline-Results-091620.pdf,72155,135307,10/28/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/13/2020,9/15/2020,Morning Consult,B/C,12000,lv,.03707924,.00371063,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69652,131790,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/7/2020,9/20/2020,USC Dornsife,B/C,5438,lv,.04055396,.00530937,50.45,44.75,48.49882,42.942849,"",T,https://election.usc.edu/,70531,131466,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/13/2020,9/15/2020,YouGov,B,1062,lv,.20672738,.02247306,48,41,47.986553,42.083719,"","",https://docs.cdn.yougov.com/t0hi1tcqs5/econTabReport.pdf,69478,129423,9/16/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/14/2020,9/16/2020,Morning Consult,B/C,12000,lv,.03727387,.00398166,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69653,131791,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/8/2020,9/21/2020,USC Dornsife,B/C,5474,lv,.04057703,.00561147,50.65,44.76,48.69882,42.952849,"",T,https://election.usc.edu/,70532,131467,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/13/2020,9/16/2020,NBC News/The Wall Street Journal,A-,1000,rv,1.3393287,.21173729,49,42,49.083775,41.795489,"","",https://assets.documentcloud.org/documents/7213809/200625-NBCWSJ-September-Poll.pdf,69563,129604,9/20/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/15/2020,9/17/2020,Morning Consult,B/C,12000,lv,.03743091,.00425528,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69654,131792,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/15/2020,9/17/2020,YouGov,B,1227,rv,.23803162,.02926674,47,40,46.986553,41.083719,"","",https://docs.cdn.yougov.com/4r3essc4sq/20200918_yahoo_coronavirus_tabs.pdf,69549,129577,9/18/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/9/2020,9/22/2020,USC Dornsife,B/C,5432,lv,.04007666,.00582875,50.82,44.77,48.86882,42.962849,"",T,https://election.usc.edu/,70533,131468,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/16/2020,9/18/2020,Morning Consult,B/C,12000,lv,.03759496,.00453191,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69655,131793,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/10/2020,9/23/2020,USC Dornsife,B/C,5362,lv,.03942468,.00600701,50.9,44.63,48.94882,42.822849,"",T,https://election.usc.edu/,70534,131469,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/17/2020,9/19/2020,Morning Consult,B/C,12000,lv,.03780994,.00481188,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69656,131794,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/11/2020,9/24/2020,USC Dornsife,B/C,5370,lv,.03941489,.00626693,50.98,44.64,49.02882,42.832849,"",T,https://election.usc.edu/,70535,131470,10/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/14/2020,9/22/2020,Hofstra University,"",2000,lv,.90824375,.17987958,55.3,44.7,52.495752,43.245987,"","",https://www.hofstra.edu/pdf/academics/colleges/hclas/gov-policy-international/kalikow-poll-0920.pdf,70110,130617,10/1/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/18/2020,9/20/2020,Morning Consult,B/C,12000,lv,.0380339,.00509556,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,69657,131795,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,9/12/2020,9/25/2020,USC Dornsife,B/C,5323,lv,.03902994,.00645887,50.99,44.74,49.03882,42.932849,"",T,https://election.usc.edu/,70536,131471,10/3/2020,17:54:12  2 Nov 2020
